Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity
contig00427	f208a_mouse ame: full=protein fam208a	1883	3	1.26E-62	73.67%
contig00428	f208a_human ame: full=protein fam208a ame: full=ctcl tumor antigen se89-1 ame: full=retinoblastoma-associated protein rap140	142	2	4.32E-21	89.00%
contig00430	---NA---	116	0		
contig00432	---NA---	108	0		
contig00433	ccd66_ponab ame: full=coiled-coil domain-containing protein 66	1022	3	1.32E-157	84.67%
contig00434	ccd66_mouse ame: full=coiled-coil domain-containing protein 66	221	3	3.40E-24	81.67%
contig00435	ccd66_ponab ame: full=coiled-coil domain-containing protein 66	119	3	3.44E-11	83.33%
contig00436	---NA---	218	0		
contig00437	f208a_human ame: full=protein fam208a ame: full=ctcl tumor antigen se89-1 ame: full=retinoblastoma-associated protein rap140	2429	5	0	70.40%
contig00438	f208a_human ame: full=protein fam208a ame: full=ctcl tumor antigen se89-1 ame: full=retinoblastoma-associated protein rap140	220	2	2.26E-29	86.00%
contig00441	ccd66_ponab ame: full=coiled-coil domain-containing protein 66	185	3	1.12E-23	85.00%
contig00442	---NA---	686	0		
contig00443	---NA---	112	0		
contig00444	tmc6_mouse ame: full=transmembrane channel-like protein 6	2039	5	0	64.00%
contig00445	tmc6_human ame: full=transmembrane channel-like protein 6 ame: full=epidermodysplasia verruciformis protein 1 ame: full=protein lak-4	320	5	4.51E-54	74.80%
contig00446	---NA---	130	0		
contig00447	---NA---	488	0		
contig00448	---NA---	785	0		
contig00449	---NA---	271	0		
contig00451	---NA---	156	0		
contig00452	---NA---	291	0		
contig00453	tmc8_mouse ame: full=transmembrane channel-like protein 8 ame: full=epidermodysplasia verruciformis protein 2 homolog	379	2	1.02E-17	76.50%
contig00454	tmc8_mouse ame: full=transmembrane channel-like protein 8 ame: full=epidermodysplasia verruciformis protein 2 homolog	549	5	2.72E-69	70.40%
contig00455	---NA---	225	0		
contig00456	---NA---	817	0		
contig00460	tmc8_mouse ame: full=transmembrane channel-like protein 8 ame: full=epidermodysplasia verruciformis protein 2 homolog	676	5	3.04E-105	68.00%
contig00464	---NA---	156	0		
contig00465	izum1_rat ame: full=izumo sperm-egg fusion protein 1 ame: full=oocyte binding fusion factor short=obf ame: full=sperm-specific protein izumo flags: precursor	160	3	8.39E-25	87.33%
contig00467	---NA---	192	0		
contig00468	izum1_human ame: full=izumo sperm-egg fusion protein 1 ame: full=oocyte binding fusion factor short=obf ame: full=sperm-specific protein izumo flags: precursor	769	2	5.31E-18	79.00%
contig00469	izum1_human ame: full=izumo sperm-egg fusion protein 1 ame: full=oocyte binding fusion factor short=obf ame: full=sperm-specific protein izumo flags: precursor	384	2	2.95E-19	79.00%
contig00470	---NA---	185	0		
contig00471	---NA---	418	0		
contig00472	izum1_human ame: full=izumo sperm-egg fusion protein 1 ame: full=oocyte binding fusion factor short=obf ame: full=sperm-specific protein izumo flags: precursor	226	3	4.47E-29	82.67%
contig00474	izum1_rat ame: full=izumo sperm-egg fusion protein 1 ame: full=oocyte binding fusion factor short=obf ame: full=sperm-specific protein izumo flags: precursor	273	3	3.74E-21	86.00%
contig00476	rain_human ame: full=ras-interacting protein 1 short=rain	486	5	9.00E-42	77.20%
contig00477	rain_mouse ame: full=ras-interacting protein 1 short=rain	718	2	1.69E-17	100.00%
contig00478	---NA---	499	0		
contig00479	---NA---	237	0		
contig00480	---NA---	211	0		
contig00481	---NA---	130	0		
contig00483	izum1_human ame: full=izumo sperm-egg fusion protein 1 ame: full=oocyte binding fusion factor short=obf ame: full=sperm-specific protein izumo flags: precursor	181	3	1.45E-28	83.33%
contig00484	---NA---	103	0		
contig00485	---NA---	223	0		
contig00487	---NA---	292	0		
contig00489	---NA---	204	0		
contig00490	tv23a_human ame: full=golgi apparatus membrane protein tvp23 homolog a	149	5	6.25E-23	86.20%
contig00491	---NA---	119	0		
contig00492	tv23a_human ame: full=golgi apparatus membrane protein tvp23 homolog a	218	5	2.82E-30	87.60%
contig00493	---NA---	100	0		
contig00494	tv23a_human ame: full=golgi apparatus membrane protein tvp23 homolog a	171	1	1.51E-19	78.00%
contig00495	---NA---	121	0		
contig00497	---NA---	443	0		
contig00498	---NA---	414	0		
contig00499	---NA---	573	0		
contig00501	---NA---	175	0		
contig00502	nubp1_mouse ame: full=cytosolic fe-s cluster assembly factor nubp1 ame: full=nucleotide-binding protein 1 short=nbp 1	368	5	4.27E-78	95.60%
contig00504	---NA---	316	0		
contig00505	nubp1_mouse ame: full=cytosolic fe-s cluster assembly factor nubp1 ame: full=nucleotide-binding protein 1 short=nbp 1	126	5	6.11E-22	98.80%
contig00506	---NA---	316	0		
contig00507	nubp1_mouse ame: full=cytosolic fe-s cluster assembly factor nubp1 ame: full=nucleotide-binding protein 1 short=nbp 1	377	5	8.44E-53	95.40%
contig00508	---NA---	162	0		
contig00509	ptn18_human ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=brain-derived phosphatase	462	2	2.04E-35	72.50%
contig00510	---NA---	678	0		
contig00511	ptn18_mouse ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=fetal liver phosphatase 1 short=flp-1 ame: full=ptp-k1	170	4	1.02E-20	80.50%
contig00512	---NA---	552	0		
contig00513	ptn18_human ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=brain-derived phosphatase	412	5	1.43E-80	76.20%
contig00515	ptprv_rat ame: full=receptor-type tyrosine-protein phosphatase v short=r-ptp-v ame: full=embryonic stem cell protein-tyrosine phosphatase short=es cell phosphatase ame: full=osteotesticular protein-tyrosine phosphatase short=ost-ptp flags: precursor	439	5	1.48E-54	70.20%
contig00517	ptprv_mouse ame: full=receptor-type tyrosine-protein phosphatase v short=r-ptp-v ame: full=embryonic stem cell protein-tyrosine phosphatase short=es cell phosphatase flags: precursor	525	2	6.62E-37	85.50%
contig00518	ptprv_mouse ame: full=receptor-type tyrosine-protein phosphatase v short=r-ptp-v ame: full=embryonic stem cell protein-tyrosine phosphatase short=es cell phosphatase flags: precursor	605	2	2.99E-53	77.50%
contig00521	---NA---	138	0		
contig00522	ptn18_mouse ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=fetal liver phosphatase 1 short=flp-1 ame: full=ptp-k1	324	2	8.37E-20	90.00%
contig00524	ptn18_mouse ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=fetal liver phosphatase 1 short=flp-1 ame: full=ptp-k1	410	5	2.14E-34	78.40%
contig00525	ptprv_mouse ame: full=receptor-type tyrosine-protein phosphatase v short=r-ptp-v ame: full=embryonic stem cell protein-tyrosine phosphatase short=es cell phosphatase flags: precursor	429	2	3.93E-52	80.00%
contig00526	ptn18_mouse ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=fetal liver phosphatase 1 short=flp-1 ame: full=ptp-k1	341	5	2.31E-35	78.20%
contig00527	ptn18_mouse ame: full=tyrosine-protein phosphatase non-receptor type 18 ame: full=fetal liver phosphatase 1 short=flp-1 ame: full=ptp-k1	165	4	9.93E-21	80.50%
contig00528	---NA---	263	0		
contig00529	---NA---	262	0		
contig00530	---NA---	101	0		
contig00531	---NA---	1015	0		
contig00532	plpl7_human ame: full=patatin-like phospholipase domain-containing protein 7	158	5	2.80E-27	92.80%
contig00533	---NA---	1673	0		
contig00534	plpl7_rat ame: full=patatin-like phospholipase domain-containing protein 7 ame: full=liver nte-related protein 1 ame: full=nte-related esterase	306	5	4.14E-62	95.60%
contig00537	---NA---	286	0		
contig00540	---NA---	130	0		
contig00541	plpl7_mouse ame: full=patatin-like phospholipase domain-containing protein 7	110	3	5.24E-16	90.00%
contig00542	---NA---	162	0		
contig00543	plpl7_mouse ame: full=patatin-like phospholipase domain-containing protein 7	195	3	8.12E-26	86.00%
contig00544	---NA---	205	0		
contig00545	---NA---	406	0		
contig00546	plpl7_human ame: full=patatin-like phospholipase domain-containing protein 7	345	5	8.93E-66	91.80%
contig00547	---NA---	658	0		
contig00548	plpl7_mouse ame: full=patatin-like phospholipase domain-containing protein 7	151	5	3.22E-28	95.60%
contig00549	plpl7_mouse ame: full=patatin-like phospholipase domain-containing protein 7	240	3	2.34E-15	90.33%
contig00550	plpl7_mouse ame: full=patatin-like phospholipase domain-containing protein 7	110	3	5.24E-16	90.00%
contig00552	ipo4_human ame: full=importin-4 short=imp4 ame: full=importin-4b short=imp4b ame: full=ran-binding protein 4 short= 4	2123	5	0	63.60%
contig00556	ipo4_human ame: full=importin-4 short=imp4 ame: full=importin-4b short=imp4b ame: full=ran-binding protein 4 short= 4	107	1	2.55E-16	97.00%
contig00558	ipo4_human ame: full=importin-4 short=imp4 ame: full=importin-4b short=imp4b ame: full=ran-binding protein 4 short= 4	216	2	9.39E-31	90.00%
contig00560	---NA---	341	0		
contig00561	ipo4_human ame: full=importin-4 short=imp4 ame: full=importin-4b short=imp4b ame: full=ran-binding protein 4 short= 4	1070	2	3.87E-104	82.50%
contig00562	---NA---	282	0		
contig00563	f193b_human ame: full=protein fam193b	1185	5	0	87.40%
contig00564	f193b_human ame: full=protein fam193b	239	4	1.84E-36	85.50%
contig00565	---NA---	228	0		
contig00566	f193b_human ame: full=protein fam193b	719	3	4.64E-83	90.67%
contig00567	---NA---	242	0		
contig00569	f193b_mouse ame: full=protein fam193b	548	3	2.31E-37	93.67%
contig00570	---NA---	311	0		
contig00572	alg6_ponab ame: full=dolichyl pyrophosphate man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 6 homolog ame: full=dol-p-glc:man c -pp-dol alpha- -glucosyltransferase ame: full=dolichyl-p-glc:man9 c2-pp-dolichyl glucosyltransferase	301	5	4.08E-48	96.00%
contig00573	---NA---	601	0		
contig00577	---NA---	102	0		
contig00578	alg6_chick ame: full=dolichyl pyrophosphate man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 6 homolog ame: full=dol-p-glc:man c -pp-dol alpha- -glucosyltransferase ame: full=dolichyl-p-glc:man9 c2-pp-dolichyl glucosyltransferase	144	5	3.32E-21	98.80%
contig00579	alg6_rat ame: full=dolichyl pyrophosphate man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 6 homolog ame: full=dol-p-glc:man c -pp-dol alpha- -glucosyltransferase ame: full=dolichyl-p-glc:man9 c2-pp-dolichyl glucosyltransferase	195	4	9.35E-18	84.50%
contig00581	alg6_human ame: full=dolichyl pyrophosphate man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 6 homolog ame: full=dol-p-glc:man c -pp-dol alpha- -glucosyltransferase ame: full=dolichyl-p-glc:man9 c2-pp-dolichyl glucosyltransferase	687	5	4.21E-20	94.60%
contig00582	---NA---	518	0		
contig00583	alg6_human ame: full=dolichyl pyrophosphate man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 6 homolog ame: full=dol-p-glc:man c -pp-dol alpha- -glucosyltransferase ame: full=dolichyl-p-glc:man9 c2-pp-dolichyl glucosyltransferase	709	5	4.55E-81	93.20%
contig00584	---NA---	773	0		
contig00587	alg6_human ame: full=dolichyl pyrophosphate man9 c2 alpha- -glucosyltransferase ame: full=asparagine-linked glycosylation protein 6 homolog ame: full=dol-p-glc:man c -pp-dol alpha- -glucosyltransferase ame: full=dolichyl-p-glc:man9 c2-pp-dolichyl glucosyltransferase	174	5	2.71E-17	95.60%
contig00589	---NA---	429	0		
contig00590	---NA---	144	0		
contig00592	---NA---	131	0		
contig00593	z280d_human ame: full=zinc finger protein 280d ame: full=suppressor of hairy wing homolog 4 ame: full=zinc finger protein 634	423	5	2.55E-54	76.80%
contig00594	z280d_mouse ame: full=zinc finger protein 280d ame: full=suppressor of hairy wing homolog 4	207	5	7.42E-39	84.00%
contig00597	z280d_human ame: full=zinc finger protein 280d ame: full=suppressor of hairy wing homolog 4 ame: full=zinc finger protein 634	3891	2	4.81E-76	71.50%
contig00598	z280d_human ame: full=zinc finger protein 280d ame: full=suppressor of hairy wing homolog 4 ame: full=zinc finger protein 634	1029	5	0	82.60%
contig00600	dock9_human ame: full=dedicator of cytokinesis protein 9 ame: full=cdc42 guanine nucleotide exchange factor zizimin-1	3937	5	0	81.60%
contig00604	---NA---	254	0		
contig00605	dock9_human ame: full=dedicator of cytokinesis protein 9 ame: full=cdc42 guanine nucleotide exchange factor zizimin-1	249	1	5.83E-18	100.00%
contig00606	---NA---	1705	0		
contig00607	z280d_human ame: full=zinc finger protein 280d ame: full=suppressor of hairy wing homolog 4 ame: full=zinc finger protein 634	141	2	9.13E-23	91.00%
contig00608	z280d_human ame: full=zinc finger protein 280d ame: full=suppressor of hairy wing homolog 4 ame: full=zinc finger protein 634	213	4	3.29E-16	91.75%
contig00610	dock9_human ame: full=dedicator of cytokinesis protein 9 ame: full=cdc42 guanine nucleotide exchange factor zizimin-1	3380	5	0	89.00%
contig00612	lr16c_human ame: full=leucine-rich repeat-containing protein 16c ame: full= leucine-rich tropomodulin and proline-rich-containing protein	2072	5	3.46E-171	75.00%
contig00613	acd_human ame: full=adrenocortical dysplasia protein homolog ame: full=pot1 and tin2-interacting protein	243	3	9.91E-24	73.67%
contig00614	---NA---	330	0		
contig00615	lr16c_human ame: full=leucine-rich repeat-containing protein 16c ame: full= leucine-rich tropomodulin and proline-rich-containing protein	458	2	3.07E-32	79.00%
contig00616	jos1_mouse ame: full=josephin-1 ame: full=josephin domain-containing protein 1	3311	5	3.20E-126	92.00%
contig00617	lr16c_human ame: full=leucine-rich repeat-containing protein 16c ame: full= leucine-rich tropomodulin and proline-rich-containing protein	504	5	1.54E-86	70.00%
contig00618	---NA---	174	0		
contig00619	acd_rat ame: full=adrenocortical dysplasia protein homolog	422	3	8.24E-42	79.67%
contig00621	acd_rat ame: full=adrenocortical dysplasia protein homolog	123	3	1.41E-12	82.33%
contig00622	lr16c_mouse ame: full=leucine-rich repeat-containing protein 16c ame: full= leucine-rich tropomodulin and proline-rich-containing protein	490	2	2.60E-68	93.00%
contig00623	lr16c_human ame: full=leucine-rich repeat-containing protein 16c ame: full= leucine-rich tropomodulin and proline-rich-containing protein	954	5	2.63E-172	72.40%
contig00624	---NA---	105	0		
contig00625	lr16c_human ame: full=leucine-rich repeat-containing protein 16c ame: full= leucine-rich tropomodulin and proline-rich-containing protein	484	5	6.51E-92	86.80%
contig00626	---NA---	173	0		
contig00627	---NA---	146	0		
contig00630	---NA---	104	0		
contig00631	---NA---	193	0		
contig00633	mfs2b_mouse ame: full=major facilitator superfamily domain-containing protein 2b	332	5	1.32E-47	80.20%
contig00634	---NA---	237	0		
contig00635	mfs2b_human ame: full=major facilitator superfamily domain-containing protein 2b	210	5	5.17E-28	70.20%
contig00636	---NA---	420	0		
contig00637	---NA---	170	0		
contig00638	---NA---	272	0		
contig00639	---NA---	242	0		
contig00640	mfs2b_mouse ame: full=major facilitator superfamily domain-containing protein 2b	177	3	4.08E-24	78.00%
contig00641	---NA---	452	0		
contig00643	---NA---	123	0		
contig00644	---NA---	624	0		
contig00645	mfs2b_mouse ame: full=major facilitator superfamily domain-containing protein 2b	577	5	6.39E-95	78.40%
contig00646	mfs2b_human ame: full=major facilitator superfamily domain-containing protein 2b	128	2	5.94E-12	75.50%
contig00650	---NA---	337	0		
contig00652	uhrf2_mouse ame: full=e3 ubiquitin-protein ligase uhrf2 ame: full=nirf ame: full=np95-like ring finger protein ame: full=nuclear protein 97 ame: full=nuclear zinc finger protein np97 ame: full=ubiquitin-like phd and ring finger domain-containing protein 2 ame: full=ubiquitin-like-containing phd and ring finger domains protein 2	1990	5	0	80.00%
contig00653	---NA---	145	0		
contig00655	uhrf2_mouse ame: full=e3 ubiquitin-protein ligase uhrf2 ame: full=nirf ame: full=np95-like ring finger protein ame: full=nuclear protein 97 ame: full=nuclear zinc finger protein np97 ame: full=ubiquitin-like phd and ring finger domain-containing protein 2 ame: full=ubiquitin-like-containing phd and ring finger domains protein 2	160	5	2.95E-28	94.40%
contig00656	uhrf2_human ame: full=e3 ubiquitin-protein ligase uhrf2 ame: full=np95 icbp90-like ring finger protein short=np95-like ring finger protein ame: full=nuclear protein 97 ame: full=nuclear zinc finger protein np97 ame: full=ring finger protein 107 ame: full=ubiquitin-like phd and ring finger domain-containing protein 2 ame: full=ubiquitin-like-containing phd and ring finger domains protein 2	2960	5	5.99E-120	76.80%
contig00657	---NA---	132	0		
contig00658	fut1_rat ame: full=galactoside 2-alpha-l-fucosyltransferase 1 ame: full=alpha -fucosyltransferase a ame: full=alpha( )ft 1 ame: full=fucosyltransferase 1 ame: full=gdp-l-fucose:beta-d-galactoside 2-alpha-l-fucosyltransferase 1	1465	5	3.40E-130	87.60%
contig00659	fut1_calhu ame: full=galactoside 2-alpha-l-fucosyltransferase 1 ame: full=alpha( )ft 1 ame: full=fucosyltransferase 1 ame: full=gdp-l-fucose:beta-d-galactoside 2-alpha-l-fucosyltransferase 1	517	5	9.99E-53	75.20%
contig00660	---NA---	134	0		
contig00661	---NA---	197	0		
contig00662	fgf21_human ame: full=fibroblast growth factor 21 short=fgf-21 flags: precursor	2765	5	1.07E-82	66.00%
contig00663	---NA---	871	0		
contig00667	---NA---	1048	0		
contig00668	---NA---	517	0		
contig00669	---NA---	196	0		
contig00670	---NA---	204	0		
contig00672	---NA---	361	0		
contig00673	abca7_human ame: full=atp-binding cassette sub-family a member 7 ame: full=abca-ssn ame: full=autoantigen ss-n ame: full=macrophage abc transporter	1631	5	0	70.00%
